ZIPCODE,PLACE NAME,COUNTRY,STATE CODE,STATE,CITY,DISTRICT,VILLAGE
721131,721131-WEST MIDNAPORE,IN,WB,WEST BENGAL,WEST MIDNAPORE,,
721132,721132-WEST MIDNAPORE,IN,WB,WEST BENGAL,WEST MIDNAPORE,,
721228,721228-WEST MIDNAPORE,IN,WB,WEST BENGAL,WEST MIDNAPORE,,
722110,722110-BANKURA,IN,WB,WEST BENGAL,BANKURA,,
722111,722111-BANKURA,IN,WB,WEST BENGAL,BANKURA,,
722112,722112-BANKURA,IN,WB,WEST BENGAL,BANKURA,,
733158,733158-SOUTH DINAJPUR,IN,WB,WEST BENGAL,SOUTH DINAJPUR,,
735251,735251-JALPAIGURI,IN,WB,WEST BENGAL,JALPAIGURI,,
736177,736177-COOCH BEHAR,IN,WB,WEST BENGAL,COOCH BEHAR,,
741511,741511-NADIA,IN,WB,WEST BENGAL,NADIA,,
477660,477660-BHIND,IN,MP,MADHYA PRADESH,BHIND,,
480357,480357-CHHINDWARA,IN,MP,MADHYA PRADESH,CHHINDWARA,,
481880,481880-DINDORI,IN,MP,MADHYA PRADESH,DINDORI,,
481882,481882-DINDORI,IN,MP,MADHYA PRADESH,DINDORI,,
481884,481884-DINDORI,IN,MP,MADHYA PRADESH,DINDORI,,
486117,486117-REWA,IN,MP,MADHYA PRADESH,REWA,,
486335,486335-REWA,IN,MP,MADHYA PRADESH,REWA,,
496197,496197-RAIGARH,IN,CT,CHHATTISGARH,RAIGARH,,
496242,496242-JASHPUR,IN,CT,CHHATTISGARH,JASHPUR,,
496245,496245-JASHPUR,IN,CT,CHHATTISGARH,JASHPUR,,
509309,509309-MAHABUB NAGAR,IN,AP,ANDHRA PRADESH,MAHABUB NAGAR,,
518006,518006-KURNOOL,IN,AP,ANDHRA PRADESH,KURNOOL,,
518308,518308-KURNOOL,IN,AP,ANDHRA PRADESH,KURNOOL,,
518313,518313-KURNOOL,IN,AP,ANDHRA PRADESH,KURNOOL,,
518380,518380-KURNOOL,IN,AP,ANDHRA PRADESH,KURNOOL,,
518502,518502-KURNOOL,IN,AP,ANDHRA PRADESH,KURNOOL,,
521175,521175-KRISHNA,IN,AP,ANDHRA PRADESH,KRISHNA,,
521178,521178-KRISHNA,IN,AP,ANDHRA PRADESH,KRISHNA,,
521180,521180-KRISHNA,IN,AP,ANDHRA PRADESH,KRISHNA,,
521229,521229-KRISHNA,IN,AP,ANDHRA PRADESH,KRISHNA,,
521247,521247-KRISHNA,IN,AP,ANDHRA PRADESH,KRISHNA,,
521457,521457-KRISHNA,IN,AP,ANDHRA PRADESH,KRISHNA,,
600125,KANCHIPURAM-600125,IN,TN,TAMIL NADU,KANCHIPURAM,,
110006,110006-NORTH WEST DE,IN,NDL,NEW DELHI,NORTH WEST DELHI,,
205304,205304-MAINPURI,IN,UP,UTTAR PRADESH,MAINPURI,,
382418,AHMEDABAD-382418,IN,GJ,GUJARAT,AHMEDABAD,,
531001,VISAKHAPATNAM-531001,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
530003,VISAKHAPATNAM-530003,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
500090,HYDERABAD,IN,TG,TELANGANA,HYDERABAD,,
480112,CHHINDWARA - 480112,IN,MP,MADHYA PRADESH,CHHINDWARA,,
470021,SAGAR - 470021,IN,MP,MADHYA PRADESH,SAGAR,,
470124,SAGAR - 470124,IN,MP,MADHYA PRADESH,SAGAR,,
484447,ANUPPUR - 484447,IN,MP,MADHYA PRADESH,ANUPPUR,,
486675,SIDHI - 486675,IN,MP,MADHYA PRADESH,SIDHI,,
484887,ANUPPUR - 484887,IN,MP,MADHYA PRADESH,ANUPPUR,,
464672,RAISEN - 464672,IN,MP,MADHYA PRADESH,RAISEN,,
464570,RAISEN - 464570,IN,MP,MADHYA PRADESH,RAISEN,,
464240,RAISEN - 464240,IN,MP,MADHYA PRADESH,RAISEN,,
464334,VIDISHA - 464334,IN,MP,MADHYA PRADESH,VIDISHA,,
473444,ASHOK NAGAR - 473444,IN,MP,MADHYA PRADESH,ASHOK NAGAR,,
473332,ASHOK NAGAR - 473332,IN,MP,MADHYA PRADESH,ASHOK NAGAR,,
473445,ASHOK NAGAR - 473445,IN,MP,MADHYA PRADESH,ASHOK NAGAR,,
473113,GUNA - 473113,IN,MP,MADHYA PRADESH,GUNA,,
474015,GWALIOR - 474015,IN,MP,MADHYA PRADESH,GWALIOR,,
453556,INDORE - 453556,IN,MP,MADHYA PRADESH,INDORE,,
453555,INDORE - 453555,IN,MP,MADHYA PRADESH,INDORE,,
453552,INDORE - 453552,IN,MP,MADHYA PRADESH,INDORE,,
457340,RATLAM - 457340,IN,MP,MADHYA PRADESH,RATLAM,,
457119,RATLAM - 457119,IN,MP,MADHYA PRADESH,RATLAM,,
481883,MANDLA - 481883,IN,MP,MADHYA PRADESH,MANDLA,,
481666,MANDLA - 481666,IN,MP,MADHYA PRADESH,MANDLA,,
431215,JALNA - 431215,IN,MH,MAHARASHTRA,JALNA,,
431154,AURANGABAD - 431154,IN,MH,MAHARASHTRA,AURANGABAD,,
431214,JALNA - 431214,IN,MH,MAHARASHTRA,JALNA,,
431152,AURANGABAD - 431152,IN,MH,MAHARASHTRA,AURANGABAD,,
431011,AURANGABAD - 431011,IN,MH,MAHARASHTRA,AURANGABAD,,
431010,AURANGABAD - 431010,IN,MH,MAHARASHTRA,AURANGABAD,,
431153,BEED - 431153,IN,MH,MAHARASHTRA,BEED,,
431143,BEED - 431143,IN,MH,MAHARASHTRA,BEED,,
425327,JALGAON - 425327,IN,MH,MAHARASHTRA,JALGAON,,
424119,JALGAON - 424119,IN,MH,MAHARASHTRA,JALGAON,,
425004,JALGAON - 425004,IN,MH,MAHARASHTRA,JALGAON,,
431736,NANDED - 431736,IN,MH,MAHARASHTRA,NANDED,,
431750,NANDED - 431750,IN,MH,MAHARASHTRA,NANDED,,
413582,OSMANABAD - 413582,IN,MH,MAHARASHTRA,OSMANABAD,,
413581,LATUR - 413581,IN,MH,MAHARASHTRA,LATUR,,
416236,KOLHAPUR - 416236,IN,MH,MAHARASHTRA,KOLHAPUR,,
416552,KOLHAPUR - 416552,IN,MH,MAHARASHTRA,KOLHAPUR,,
416138,KOLHAPUR - 416138,IN,MH,MAHARASHTRA,KOLHAPUR,,
415634,RATNAGIRI - 415634,IN,MH,MAHARASHTRA,RATNAGIRI,,
416813,SINDHUDURG - 416813,IN,MH,MAHARASHTRA,SINDHUDURG,,
517426,CHITTOOR - 517426,IN,AP,ANDHRA PRADESH,CHITTOOR,,
518007,KURNOOL - 518007,IN,AP,ANDHRA PRADESH,KURNOOL,,
523336,PRAKASAM - 523336,IN,AP,ANDHRA PRADESH,PRAKASAM,,
518674,KURNOOL - 518674,IN,AP,ANDHRA PRADESH,KURNOOL,,
517645,CHITTOOR - 517645,IN,AP,ANDHRA PRADESH,CHITTOOR,,
534455,WEST GODAVARI - 534455,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534444,WEST GODAVARI - 534444,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
534435,WEST GODAVARI - 534435,IN,AP,ANDHRA PRADESH,WEST GODAVARI,,
524347,NELLORE - 524347,IN,AP,ANDHRA PRADESH,NELLORE,,
523214,PRAKASAM - 523214,IN,AP,ANDHRA PRADESH,PRAKASAM,,
531118,VISAKHAPATNAM - 531118,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
531019,VISAKHAPATNAM 531019,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
533444,EAST GODAVARI - 533444,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
535559,VIZIANAGARAM - 535559,IN,AP,ANDHRA PRADESH,VIZIANAGARAM,,
535594,VIZIANAGARAM - 535594,IN,AP,ANDHRA PRADESH,VIZIANAGARAM,,
533350,EAST GODAVARI - 533350,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533256,EAST GODAVARI - 533256,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533352,EAST GODAVARI - 533352,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533349,EAST GODAVARI - 533349,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533347,EAST GODAVARI - 533347,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533348,EAST GODAVARI - 533348,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533297,EAST GODAVARI - 533297,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
533351,EAST GODAVARI - 533351,IN,AP,ANDHRA PRADESH,EAST GODAVARI,,
532203,SRIKAKULAM - 532203,IN,AP,ANDHRA PRADESH,SRIKAKULAM,,
532186,SRIKAKULAM - 532186,IN,AP,ANDHRA PRADESH,SRIKAKULAM,,
532410,SRIKAKULAM - 532410,IN,AP,ANDHRA PRADESH,SRIKAKULAM,,
530053,VISAKHAPATNAM - 530053,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
530051,VISAKHAPATNAM-530051,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
530049,VISAKHAPATNAM-530049,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
535006,VIZIANAGARAM - 535006,IN,AP,ANDHRA PRADESH,VIZIANAGARAM,,
784529,DARRANG - 784529,IN,AS,ASSAM,DARRANG,,
784010,SONITPUR - 784010,IN,AS,ASSAM,SONITPUR,,
781311,BARPETA - 781311,IN,AS,ASSAM,BARPETA,,
787110,DHEMAJI - 787110,IN,AS,ASSAM,DHEMAJI,,
786006,DIBRUGARH - 786006,IN,AS,ASSAM,DIBRUGARH,,
782106,MARIGAON - 782106,IN,AS,ASSAM,MARIGAON,,
782128,NAGAON - 782128,IN,AS,ASSAM,NAGAON,,
785705,GOLAGHAT - 785705,IN,AS,ASSAM,GOLAGHAT,,
824221,AURANGABAD - 824221,IN,BR,BIHAR,AURANGABAD,,
824143,AURANGABAD - 824143,IN,BR,BIHAR,AURANGABAD,,
493662,DHAMTARI - 493662,IN,CT,CHHATTISGARH,DHAMTARI,,
824220,AURANGABAD - 824220,IN,BR,BIHAR,AURANGABAD,,
824219,GAYA - 824219,IN,BR,BIHAR,GAYA,,
802352,BHOJPUR - 802352,IN,BR,BIHAR,BHOJPUR,,
802302,BHOJPUR - 802302,IN,BR,BIHAR,BHOJPUR,,
804435,GAYA - 804435,IN,BR,BIHAR,GAYA,,
801106,PATNA - 801106,IN,BR,BIHAR,PATNA,,
800027,PATNA - 800027,IN,BR,BIHAR,PATNA,,
800028,PATNA - 800028,IN,BR,BIHAR,PATNA,,
844103,VAISHALI - 844103,IN,BR,BIHAR,VAISHALI,,
844102,VAISHALI - 844102,IN,BR,BIHAR,VAISHALI,,
851206,KHAGARIA - 851206,IN,BR,BIHAR,KHAGARIA,,
851120,BEGUSARAI - 851120,IN,BR,BIHAR,BEGUSARAI,,
851135,BEGUSARAI - 851135,IN,BR,BIHAR,BEGUSARAI,,
854112,KATIHAR - 854112,IN,BR,BIHAR,KATIHAR,,
854109,KATIHAR - 854109,IN,BR,BIHAR,KATIHAR,,
803216,NALANDA - 803216,IN,BR,BIHAR,NALANDA,,
803215,NALANDA - 803215,IN,BR,BIHAR,NALANDA,,
805111,NAWADA - 805111,IN,BR,BIHAR,NAWADA,,
805113,NAWADA - 805113,IN,BR,BIHAR,NAWADA,,
805112,NAWADA - 805112,IN,BR,BIHAR,NAWADA,,
852116,MADHEPURA - 852116,IN,BR,BIHAR,MADHEPURA,,
852202,SAHARSA - 852202,IN,BR,BIHAR,SAHARSA,,
852115,MADHEPURA - 852115,IN,BR,BIHAR,MADHEPURA,,
852132,MADHEPURA - 852132,IN,BR,BIHAR,MADHEPURA,,
847202,DARBHANGA - 847202,IN,GA,GOA,DARBHANGA,,
847123,DARBHANGA - 847123,IN,BR,BIHAR,DARBHANGA,,
847204,DARBHANGA - 847204,IN,BR,BIHAR,DARBHANGA,,
847429,DARBHANGA - 847429,IN,BR,BIHAR,DARBHANGA,,
847215,MADHUBANI - 847215,IN,BR,BIHAR,MADHUBANI,,
847213,MADHUBANI - 847213,IN,BR,BIHAR,MADHUBANI,,
847214,MADHUBANI - 847214,IN,BR,BIHAR,MADHUBANI,,
843131,MUZAFFARPUR - 843131,IN,BR,BIHAR,MUZAFFARPUR,,
842006,MUZAFFARPUR - 842006,IN,BR,BIHAR,MUZAFFARPUR,,
841446,SIWAN - 841446,IN,BR,BIHAR,SIWAN,,
495448,KORBA - 495448,IN,CT,CHHATTISGARH,KORBA,,
495444,KORBA - 495444,IN,CT,CHHATTISGARH,KORBA,,
497117,SURGUJA - 497117,IN,CT,CHHATTISGARH,SURGUJA,,
496005,RAIGARH - 496005,IN,CT,CHHATTISGARH,RAIGARH,,
496109,RAIGARH - 496109,IN,CT,CHHATTISGARH,RAIGARH,,
496108,RAIGARH - 496108,IN,CT,CHHATTISGARH,RAIGARH,,
530045,VISAKHAPATNAM-530045,IN,AP,ANDHRA PRADESH,VISAKHAPATNAM,,
493448,MAHASAMUND - 493448,IN,CT,CHHATTISGARH,MAHASAMUND,,
492017,RAIPUR - 492017,IN,CT,CHHATTISGARH,RAIPUR,,
492016,RAIPUR - 492016,IN,CT,CHHATTISGARH,RAIPUR,,
492002,RAIPUR - 492002,IN,CT,CHHATTISGARH,RAIPUR,,
492014,RAIPUR - 492014,IN,CT,CHHATTISGARH,RAIPUR,,
492018,RAIPUR - 492018,IN,CT,CHHATTISGARH,RAIPUR,,
494450,BIJAPUR - 494450,IN,CT,CHHATTISGARH,BIJAPUR,,
110099,NORTH WEST DELHI - 110099,IN,NDL,NEW DELHI,NORTH WEST DELHI,,
110097,SOUTH WEST DELHI - 110097,IN,NDL,NEW DELHI,SOUTH WEST DELHI,,
380049,AHMEDABAD - 380049,IN,GJ,GUJARAT,AHMEDABAD,,
382225,AHMEDABAD - 382225,IN,GJ,GUJARAT,AHMEDABAD,,
382045,GANDHI NAGAR - 382045,IN,GJ,GUJARAT,GANDHI NAGAR,,
384570,MAHESANA - 384570,IN,GJ,GUJARAT,MAHESANA,,
384445,MAHESANA - 384445,IN,GJ,GUJARAT,MAHESANA,,
384460,MAHESANA - 384460,IN,GJ,GUJARAT,MAHESANA,,
384415,MAHESANA - 384415,IN,GJ,GUJARAT,MAHESANA,,
384455,MAHESANA - 384455,IN,GJ,GUJARAT,MAHESANA,,
384450,MAHESANA - 384450,IN,GJ,GUJARAT,MAHESANA,,
384135,MAHESANA - 384135,IN,GJ,GUJARAT,MAHESANA,,
384465,MAHESANA - 384465,IN,GJ,GUJARAT,MAHESANA,,
384565,MAHESANA - 384565,IN,GJ,GUJARAT,MAHESANA,,
384530,MAHESANA - 384530,IN,GJ,GUJARAT,MAHESANA,,
384560,MAHESANA - 384560,IN,GJ,GUJARAT,MAHESANA,,
384412,MAHESANA - 384412,IN,GJ,GUJARAT,MAHESANA,,
384012,MAHESANA - 384012,IN,GJ,GUJARAT,MAHESANA,,
384515,MAHESANA - 384515,IN,GJ,GUJARAT,MAHESANA,,
384520,MAHESANA - 384520,IN,GJ,GUJARAT,MAHESANA,,
384470,MAHESANA - 384470,IN,GJ,GUJARAT,MAHESANA,,
384550,MAHESANA - 384550,IN,GJ,GUJARAT,MAHESANA,,
384540,MAHESANA - 384540,IN,GJ,GUJARAT,MAHESANA,,
384441,MAHESANA - 384441,IN,GJ,GUJARAT,MAHESANA,,
360485,RAJKOT - 360485,IN,GJ,GUJARAT,RAJKOT,,
360045,RAJKOT - 360045,IN,GJ,GUJARAT,RAJKOT,,
360325,RAJKOT - 360325,IN,GJ,GUJARAT,RAJKOT,,
360465,RAJKOT - 360465,IN,GJ,GUJARAT,RAJKOT,,
361142,JAMNAGAR - 361142,IN,GJ,GUJARAT,JAMNAGAR,,
370115,KACHCHH - 370115,IN,GJ,GUJARAT,KACHCHH,,
370641,KACHCHH - 370641,IN,GJ,GUJARAT,KACHCHH,,
360026,RAJKOT - 360026,IN,GJ,GUJARAT,RAJKOT,,
392135,BHARUCH - 392135,IN,GJ,GUJARAT,BHARUCH,,
387003,KHEDA - 387003,IN,GJ,GUJARAT,KHEDA,,
176326,CHAMBA - 176326,IN,HP,HIMACHAL PRADESH,CHAMBA,,
389002,PANCH MAHALS - 389002,IN,GJ,GUJARAT,PANCH MAHALS,,
394517,SURAT - 394517,IN,GJ,GUJARAT,SURAT,,
394112,SURAT - 394112,IN,GJ,GUJARAT,SURAT,,
395012,SURAT - 395012,IN,GJ,GUJARAT,SURAT,,
395013,SURAT - 395013,IN,GJ,GUJARAT,SURAT,,
395011,SURAT - 395011,IN,GJ,GUJARAT,SURAT,,
394541,SURAT - 394541,IN,GJ,GUJARAT,SURAT,,
391121,VADODARA - 391121,IN,GJ,GUJARAT,VADODARA,,
390025,VADODARA - 390025,IN,GJ,GUJARAT,VADODARA,,
391776,VADODARA - 391776,IN,GJ,GUJARAT,VADODARA,,
396067,VALSAD - 396067,IN,GJ,GUJARAT,VALSAD,,
134105,PANCHKULA - 134105,IN,HR,HARYANA,PANCHKULA,,
134008,AMBALA - 134008,IN,HR,HARYANA,AMBALA,,
133010,AMBALA - 133010,IN,HR,HARYANA,AMBALA,,
134005,AMBALA - 134005,IN,HR,HARYANA,AMBALA,,
135004,YAMUNANAGAR - 135004,IN,HR,HARYANA,YAMUNANAGAR,,
133008,AMBALA - 133008,IN,HR,HARYANA,AMBALA,,
134117,PANCHKULA - 134117,IN,HR,HARYANA,PANCHKULA,,
127312,BHIWANI - 127312,IN,HR,HARYANA,BHIWANI,,
127311,BHIWANI - 127311,IN,HR,HARYANA,BHIWANI,,
121014,FARIDABAD - 121014,IN,HR,HARYANA,FARIDABAD,,
121013,FARIDABAD - 121013,IN,HR,HARYANA,FARIDABAD,,
121012,FARIDABAD - 121012,IN,HR,HARYANA,FARIDABAD,,
121015,FARIDABAD - 121015,IN,HR,HARYANA,FARIDABAD,,
122005,GURGAON - 122005,IN,HR,HARYANA,GURUGRAM,,
123031,MAHENDRAGARH - 123031,IN,HR,HARYANA,MAHENDRAGARH,,
122098,GURGAON - 122098,IN,HR,HARYANA,GURUGRAM,,
122052,GURGAON - 122052,IN,HR,HARYANA,GURUGRAM,,
122007,GURGAON - 122007,IN,HR,HARYANA,GURUGRAM,,
122012,GURGAON - 122012,IN,HR,HARYANA,GURUGRAM,,
126125,JIND - 126125,IN,HR,HARYANA,JIND,,
136134,KURUKSHETRA - 136134,IN,HR,HARYANA,KURUKSHETRA,,
124010,ROHTAK - 124010,IN,HR,HARYANA,ROHTAK,,
176067,KANGRA - 176067,IN,HP,HIMACHAL PRADESH,KANGRA,,
411061,PIMPLE GURAV,IN,MH,MAHARASHTRA,PUNE,,
826008,DHANBAD - 826008,IN,JH,JHARKHAND,DHANBAD,,
175009,MANDI - 175009,IN,HP,HIMACHAL PRADESH,MANDI,,
175011,MANDI - 175011,IN,HP,HIMACHAL PRADESH,MANDI,,
175012,MANDI - 175012,IN,HP,HIMACHAL PRADESH,MANDI,,
175015,MANDI - 175015,IN,HP,HIMACHAL PRADESH,MANDI,,
175016,MANDI - 175016,IN,HP,HIMACHAL PRADESH,MANDI,,
175010,MANDI - 175010,IN,HP,HIMACHAL PRADESH,MANDI,,
175013,MANDI - 175013,IN,HP,HIMACHAL PRADESH,MANDI,,
175017,MANDI - 175017,IN,HP,HIMACHAL PRADESH,MANDI,,
175018,MANDI - 175018,IN,HP,HIMACHAL PRADESH,MANDI,,
175014,MANDI - 175014,IN,HP,HIMACHAL PRADESH,MANDI,,
175075,MANDI - 175075,IN,HP,HIMACHAL PRADESH,MANDI,,
175019,MANDI - 175019,IN,HP,HIMACHAL PRADESH,MANDI,,
171015,SHIMLA - 171015,IN,HP,HIMACHAL PRADESH,SHIMLA,,
173234,SOLAN - 173234,IN,HP,HIMACHAL PRADESH,SOLAN,,
173032,SIRMAUR - 173032,IN,HP,HIMACHAL PRADESH,SIRMAUR,,
173235,SOLAN - 173235,IN,HP,HIMACHAL PRADESH,SOLAN,,
173031,SIRMAUR - 173031,IN,HP,HIMACHAL PRADESH,SIRMAUR,,
173236,SOLAN - 173236,IN,HP,HIMACHAL PRADESH,SOLAN,,
174507,UNA - 174507,IN,HP,HIMACHAL PRADESH,UNA,,
193505,BARAMULLA - 193505,IN,JK,JAMMU AND KASHMIR,BARAMULLA,,
193108,BARAMULLA - 193108,IN,JK,JAMMU AND KASHMIR,BARAMULLA,,
184210,KATHUA - 184210,IN,JK,JAMMU AND KASHMIR,KATHUA,,
180020,JAMMU - 180020,IN,JK,JAMMU AND KASHMIR,JAMMU,,
180018,JAMMU - 180018,IN,JK,JAMMU AND KASHMIR,JAMMU,,
185234,RAJAURI - 185234,IN,JK,JAMMU AND KASHMIR,RAJAURI,,
192306,PULWAMA - 192306,IN,JK,JAMMU AND KASHMIR,PULWAMA,,
190023,SRINAGAR - 190023,IN,JK,JAMMU AND KASHMIR,SRINAGAR,,
191132,SRINAGAR - 191132,IN,JK,JAMMU AND KASHMIR,SRINAGAR,,
190025,SRINAGAR - 190025,IN,JK,JAMMU AND KASHMIR,SRINAGAR,,
190024,SRINAGAR - 190024,IN,JK,JAMMU AND KASHMIR,SRINAGAR,,
194107,LEH - 194107,IN,JK,JAMMU AND KASHMIR,LEH,,
194202,LEH - 194202,IN,JK,JAMMU AND KASHMIR,LEH,,
194303,KARGIL - 194303,IN,JK,JAMMU AND KASHMIR,KARGIL,,
194404,LEH - 194404,IN,JK,JAMMU AND KASHMIR,LEH,,
194402,LEH - 194402,IN,JK,JAMMU AND KASHMIR,LEH,,
826006,DHANBAD - 826006,IN,JH,JHARKHAND,DHANBAD,,
826010,DHANBAD - 826010,IN,JH,JHARKHAND,DHANBAD,,
826007,DHANBAD - 826007,IN,JH,JHARKHAND,DHANBAD,,
827015,BOKARO - 827015,IN,JH,JHARKHAND,BOKARO,,
818142,DHANBAD - 818142,IN,JH,JHARKHAND,DHANBAD,,
815302,GIRIDH - 815302,IN,JH,JHARKHAND,GIRIDH,,
825106,GIRIDH - 825106,IN,JH,JHARKHAND,GIRIDH,,
826009,DHANBAD - 826009,IN,JH,JHARKHAND,DHANBAD,,
825302,HAZARIBAG - 825302,IN,JH,JHARKHAND,HAZARIBAG,,
825132,KODERMA - 825132,IN,JH,JHARKHAND,KODERMA,,
829150,RAMGARH - 829150,IN,JH,JHARKHAND,RAMGARH,,
825109,KODERMA - 825109,IN,JH,JHARKHAND,KODERMA,,
825303,HAZARIBAG - 825303,IN,JH,JHARKHAND,HAZARIBAG,,
822132,PALAMAU - 822132,IN,JH,JHARKHAND,PALAMAU,,
834013,RANCHI - 834013,IN,JH,JHARKHAND,RANCHI,,
816118,DUMKA - 816118,IN,JH,JHARKHAND,DUMKA,,
814167,DUMKA - 814167,IN,JH,JHARKHAND,DUMKA,,
831019,EAST SINGHBHUM - 831019,IN,JH,JHARKHAND,EAST SINGHBHUM,,
832111,EAST SINGHBHUM - 832111,IN,JH,JHARKHAND,EAST SINGHBHUM,,
831021,EAST SINGHBHUM - 831021,IN,JH,JHARKHAND,EAST SINGHBHUM,,
831020,EAST SINGHBHUM - 831020,IN,JH,JHARKHAND,EAST SINGHBHUM,,
562160,RAMANAGAR - 562160,IN,KA,KARNATAKA,RAMANAGAR,,
562161,RAMANAGAR - 562161,IN,KA,KARNATAKA,RAMANAGAR,,
587330,BAGALKOT - 587330,IN,KA,KARNATAKA,BAGALKOT,,
587104,BAGALKOT - 587104,IN,KA,KARNATAKA,BAGALKOT,,
587331,BAGALKOT - 587331,IN,KA,KARNATAKA,BAGALKOT,,
587156,BAGALKOT - 587156,IN,KA,KARNATAKA,BAGALKOT,,
583105,BELLARY - 583105,IN,KA,KARNATAKA,BELLARY,,
583154,BELLARY - 583154,IN,KA,KARNATAKA,BELLARY,,
583155,BELLARY - 583155,IN,KA,KARNATAKA,BELLARY,,
583153,BELLARY - 583153,IN,KA,KARNATAKA,BELLARY,,
585444,BIDAR - 585444,IN,KA,KARNATAKA,BIDAR,,
585445,BIDAR - 585445,IN,KA,KARNATAKA,BIDAR,,
581196,DHARWAD - 581196,IN,KA,KARNATAKA,DHARWAD,,
580027,DHARWAD - 580027,IN,KA,KARNATAKA,DHARWAD,,
581198,HAVERI - 581198,IN,KA,KARNATAKA,HAVERI,,
581199,HAVERI - 581199,IN,KA,KARNATAKA,HAVERI,,
581237,HAVERI - 581237,IN,KA,KARNATAKA,HAVERI,,
581308,UTTARA KANNADA - 581308,IN,KA,KARNATAKA,UTTARA KANNADA,,
584104,RAICHUR - 584104,IN,KA,KARNATAKA,RAICHUR,,
577182,CHICKMAGALUR - 577182,IN,KA,KARNATAKA,CHICKMAGALUR,,
577597,CHITRADURGA - 577597,IN,KA,KARNATAKA,CHITRADURGA,,
577598,CHITRADURGA - 577598,IN,KA,KARNATAKA,CHITRADURGA,,
577599,CHITRADURGA - 577599,IN,KA,KARNATAKA,CHITRADURGA,,
416000,KOLHAPUR-416000,IN,MH,MAHARASHTRA,KOLHAPUR,,
573225,HASSAN - 573225,IN,KA,KARNATAKA,HASSAN,,
502319,MEDAK-502319,IN,TG,TELANGANA,MEDAK,,
573202,HASSAN - 573202,IN,KA,KARNATAKA,HASSAN,,
573226,HASSAN - 573226,IN,KA,KARNATAKA,HASSAN,,
573165,HASSAN - 573165,IN,KA,KARNATAKA,HASSAN,,
563163,KOLAR - 563163,IN,KA,KARNATAKA,KOLAR,,
563102,KOLAR - 563102,IN,KA,KARNATAKA,KOLAR,,
571475,MANDYA - 571475,IN,KA,KARNATAKA,MANDYA,,
574328,DAKSHINA KANNADA - 574328,IN,KA,KARNATAKA,DAKSHINA KANNADA,,
695589,THIRUVANANTHAPURAM - 695589,IN,KL,KERALA,THIRUVANANTHAPURAM,,
695570,THIRUVANANTHAPURAM - 695570,IN,KL,KERALA,THIRUVANANTHAPURAM,,
695528,THIRUVANANTHAPURAM - 695528,IN,KL,KERALA,THIRUVANANTHAPURAM,,
695134,THIRUVANANTHAPURAM - 695134,IN,KL,KERALA,THIRUVANANTHAPURAM,,
673051,KOZHIKODE - 673051,IN,KL,KERALA,KOZHIKODE,,
670504,KANNUR - 670504,IN,KL,KERALA,KANNUR,,
671534,KASARGOD - 671534,IN,KL,KERALA,KASARGOD,,
682041,ERNAKULAM - 682041,IN,KL,KERALA,ERNAKULAM,,
682010,ERNAKULAM - 682010,IN,KL,KERALA,ERNAKULAM,,
682042,ERNAKULAM - 682042,IN,KL,KERALA,ERNAKULAM,,
682050,ERNAKULAM - 682050,IN,KL,KERALA,ERNAKULAM,,
682051,ERNAKULAM - 682051,IN,KL,KERALA,ERNAKULAM,,
682040,ERNAKULAM - 682040,IN,KL,KERALA,ERNAKULAM,,
685608,IDUKKI - 685608,IN,KL,KERALA,IDUKKI,,
685607,IDUKKI - 685607,IN,KL,KERALA,IDUKKI,,
685609,IDUKKI - 685609,IN,KL,KERALA,IDUKKI,,
686630,KOTTAYAM - 686630,IN,KL,KERALA,KOTTAYAM,,
462020,BHOPAL - 462020,IN,MP,MADHYA PRADESH,BHOPAL,,
462047,BHOPAL - 462047,IN,MP,MADHYA PRADESH,BHOPAL,,
462120,BHOPAL - 462120,IN,MP,MADHYA PRADESH,BHOPAL,,
462066,BHOPAL - 462066,IN,MP,MADHYA PRADESH,BHOPAL,,
462100,BHOPAL - 462100,IN,MP,MADHYA PRADESH,BHOPAL,,
462037,BHOPAL - 462037,IN,MP,MADHYA PRADESH,BHOPAL,,
462033,BHOPAL - 462033,IN,MP,MADHYA PRADESH,BHOPAL,,
488443,PANNA - 488443,IN,MP,MADHYA PRADESH,PANNA,,
471516,CHHATARPUR - 471516,IN,MP,MADHYA PRADESH,CHHATARPUR,,
488059,PANNA - 488059,IN,MP,MADHYA PRADESH,PANNA,,
